OEP,CATEGORÍA,ESPECIALIDAD,PLAZAS,RESERVA DISCAPACIDAD,TOTAL PLAZAS,FECHA PUBLICACIÓN BOJA,ENLACE,ACCESO LIBRE/PROMOCIÓN INTERNA
2017 Convocatoria extraordinaria,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ORGANIZACIÓN/GESTIÓN,15,,15,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,SISTEMAS Y TECNOLOGÍA DE LA INFORMACIÓN,19,,19,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,"TÉCNICO/A GESTIÓN DOCUMENTAL, BIBLIOTECA Y ARCHIVO",8,,8,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,INGENIERO/A TÉCNICO/A,19,,19,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MAESTRO/A INDUSTRIAL,4,,4,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A FUNCIÓN ADMINISTRATIVA ADMINISTRACIÓN GENERAL,57,,57,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A MEDIO DE FUNCIÓN ADMINISTRATIVA INFORMÁTICA,8,,8,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A SUPERIOR P.R.L. SEGURIDAD,13,,13,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A SUPERIOR P.R.L. ERGONOMÍA Y PSICOSOCIOLOGÍA,4,,4,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A SUPERIOR P.R.L. HIGIENE INDUSTRIAL,9,,9,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A DE PROMOCIÓN EN DONACIÓN DE SANGRE,6,,6,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TRABAJADOR/A SOCIAL,43,,43,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A SUPERIOR EN ALOJAMIENTO,74,,74,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA INFORMÁTICA,14,,14,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA ELECTROMEDICINA,2,,2,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A ESPECIALISTA MANTENIMIENTO EDIFICIOS E INSTALACIONES INDUSTRIALES,287,,287,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,ADMINISTRATIVO/A,96,,96,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,COCINERO/A,76,,76,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,AUXILIAR ADMINISTRATIVO/A,1411,,1411,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A DE MANTENIMIENTO ACABADO Y CONSTRUCCIÓN,88,,88,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TÉCNICO/A DE MANTENIMIENTO OBRAS Y ALBAÑILERÍA,17,,17,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,MONITOR/A,37,,37,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CELADOR/A-CONDUCTOR/A,513,,513,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,CELADOR/A,1415,,1415,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PERSONAL DE OFICIO COSTURERA,13,,13,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PERSONAL DE OFICIO JARDINERO/A,2,,2,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PERSONAL DE OFICIO PELUQUERO/A,8,,8,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PERSONAL DE OFICIO TAPICERO/A,1,,1,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,LIMPIADOR/A,89,,89,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PERSONAL DE LAVANDERÍA Y PLANCHADO,177,,177,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PEÓN,30,,30,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,PINCHE,708,,708,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017 Convocatoria extraordinaria,,TELEFONISTA,41,,41,Boletín número 247 de 28/12/2017,http://www.juntadeandalucia.es/boja/2017/247/BOJA17-247-00016-22378-01_00127269.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ALERGOLOGÍA,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANÁLISIS CLÍNICOS,15,1,16,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANATOMÍA PATOLÓGICA,11,1,12,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANESTESIOLOGÍA Y REANIMACIÓN,59,3,62,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,APARATO DIGESTIVO,17,1,18,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,BIOQUÍMICA CLÍNICA,5,0,5,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CARDIOLOGÍA,18,1,19,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA CARDIOVASCULAR,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA GENERAL Y APARATO DIGESTIVO,30,2,32,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA ORAL Y MAXILOFACIAL,7,0,7,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,62,5,67,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA PEDIÁTRICA,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA PLÁSTICA Y REPARADORA,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA TORÁCICA,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,DERMATOLOGÍA MÉDIC.-QUIRÚRGICA Y VENEREOLOGÍA,8,1,9,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ENDOCRINOLOGÍA Y NUTRICIÓN,5,0,5,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,FARMACIA HOSPITALARIA,8,1,9,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,GENÉTICA CLÍNICA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,HEMATOLOGÍA Y HEMOTERAPIA,20,1,21,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,INMUNOLOGÍA,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MEDICINA FÍSICA Y REHABILITACIÓN,17,1,18,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MEDICINA INTENSIVA,19,1,20,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MEDICINA INTERNA,32,2,34,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MEDICINA NUCLEAR,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,7,0,7,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,MICROBIOLOGÍA Y PARASITOLOGÍA,7,1,8,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,NEFROLOGÍA,13,1,14,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,NEUMOLOGÍA,13,1,14,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,NEUROCIRUGÍA,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,NEUROFISIOLOGÍA CLÍNICA,9,1,10,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,NEUROLOGÍA,12,1,13,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,OBSTETRICIA Y GINECOLOGÍA,41,3,44,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,OFTALMOLOGÍA,20,2,22,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ONCOLOGÍA MÉDICA,11,1,12,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ONCOLOGÍA RADIOTERÁPICA,9,1,10,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,OTORRINOLARINGOLOGÍA,15,1,16,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,PEDIATRÍA,29,2,31,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,PSIQUIATRÍA,34,3,37,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,RADIODIAGNÓSTICO,23,2,25,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,RADIOFARMACIA,1,0,1,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,RADIOFÍSICA HOSPITALARIA,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,REUMATOLOGÍA,7,0,7,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,UROLOGÍA,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,PSICOLOGÍA CLÍNICA,14,1,15,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,MÉDICO DE ADM. Y DOC. CLÍNICA,,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,MÉDICO/A FAMILIA ATENCIÓN PRIMARIA,CENTRO DE TRANSFUSIÓN SANGUÍNEAS,11,1,12,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,VETERINARIO/A A4,,31,2,33,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,ENFERMERO/A ESPECIALISTA,SALUD MENTAL,24,1,25,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,ENFERMERO/A ESPECIALISTA,TRABAJO,4,0,4,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FISIOTERAPEUTA,,46,2,48,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,AUXILIAR DE ENFERMERÍA,,914,71,985,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,TRABAJADOR/A SOCIAL,,19,1,20,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,ADMINISTRATIVO/A,,159,13,172,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,CELADOR/A,,300,25,325,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,COCINERO/A,,19,3,22,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,MONITOR/A,,12,1,13,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,PINCHE,,176,15,191,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,TELEFONISTA,,10,2,12,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,ACCESO LIBRE
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ALERGOLOGÍA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANÁLISIS CLÍNICOS,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANATOMÍA PATOLÓGICA,4,0,4,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANESTESIOLOGÍA Y REANIMACIÓN,7,0,7,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,ANGIOLOGÍA Y CIRUGÍA VASCULAR,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,APARATO DIGESTIVO,3,0,3,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,BIOQUÍMICA CLÍNICA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CARDIOLOGÍA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA CARDIOVASCULAR,1,0,1,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA GENERAL Y APARATO DIGESTIVO,4,0,4,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA ORAL Y MAXILOFACIAL,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,6,0,6,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA PEDIÁTRICA,1,0,1,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA PLÁSTICA Y REPARADORA,1,0,1,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,CIRUGÍA TORÁCICA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
2017,FACULTATIVO/A ESPECIALISTA DE ÁREA,DERMATOLOGÍA MÉDIC.-QUIRÚRGICA Y VENEREOLOGÍA,2,0,2,Boletín número 149 de 04/08/2017 ,http://www.juntadeandalucia.es/boja/2017/149/BOJA17-149-00008-14028-01_00119097.pdf ,PROMOCIÓN INTERNA
